DATE,Observation time,Showalter index,Lifted index,LIFT computed using virtual temperature,K index,Cross totals index,Vertical totals index,Totals totals index,Convective Available Potential Energy,CAPE using virtual temperature,Convective Inhibition,CINS using virtual temperature,Equilibrum Level,Equilibrum Level using virtual temperature,Level of Free Convection,LFCT using virtual temperature,Temp [K] of the Lifted Condensation Level,Pres [hPa] of the Lifted Condensation Level,Equivalent potential temp [K] of the LCL,Mean mixed layer potential temperature,Mean mixed layer mixing ratio,1000 hPa to 500 hPa thickness,Precipitable water [mm] for entire sounding
1995 OCT 26, 951026/0000,1.2,-4.15,-4.84,23.1,20.3,23.9,44.2,1870.73,2098.69,-1.81,0,129.51,128.4,929.36,938.36,293.72,938.36,347.53,299.13,16.63,5715,40.26
1995 OCT 27, 951027/0000,-8.65,-5.55,-6.57,45.9,27.4,27.9,55.3,3396.95,3628.84,-69.06,-75.23,110.7,112.59,791.33,792.68,297.05,966.66,358.08,299.97,19.78,5777,60.81
1995 OCT 28, 951028/0000,-3.1,-4.79,-5.76,38.7,23.8,23.9,47.7,2667.27,2862.11,-1.07,-0.86,N/A,N/A,927.86,929.98,296.35,967.8,354.51,299.16,18.92,5772,57.73
1995 OCT 30, 951030/0000,-0.17,-3.69,-4.25,36.4,20.9,22.7,43.6,1623.74,1799.75,-2.83,-1.86,N/A,N/A,918.59,925.76,296.09,958.98,354.8,299.68,18.8,5788,59.32
1995 OCT 31, 951031/0000,-0.81,-4.81,-5.34,33.5,22.3,24.1,46.4,3260.96,3437.46,-5.64,-2.16,125.32,125.04,911.34,928.36,294.36,944.17,349.34,299.25,17.17,5725,49.23
1995 NOV 1, 951101/0000,2.17,2.33,2.23,30.8,18.6,23.5,42.1,0,0,0,0,N/A,N/A,N/A,N/A,289.9,915.87,335.87,297.32,13.42,5882,46.83
1995 NOV 2, 951102/0000,0.74,-0.18,-0.46,34.3,19.7,22.7,42.4,20.55,72.49,-76.76,-62.13,199.57,199.52,762.92,812.59,293.21,931.21,346.52,299.26,16.24,5778,55.28
1995 NOV 3, 951103/0000,-0.7,-1.88,-2.13,38.3,21.9,22.3,44.2,918.78,993.16,-24.98,-19.94,N/A,N/A,868.97,875.47,293.8,938.21,347.88,299.22,16.65,5762,60.72
1995 NOV 5, 951105/0000,6.65,-3.03,-3.38,25.5,12.7,24.7,37.4,1300.25,1440.24,-60.33,-26.89,147.65,147.44,807.8,870.52,292.82,920.21,346.64,299.89,16.09,5753,44.28
1995 NOV 6, 951106/0000,4.24,1.68,1.7,32.7,14.5,25.5,40,0,0,0,0,N/A,N/A,N/A,N/A,289.99,892.93,339.71,299.55,13.78,5800,55.94
1995 NOV 7, 951107/0000,1.48,-1.07,-1.4,32.5,19.6,22.5,42.1,737.9,849.03,-15.81,-4.32,N/A,N/A,819.15,879.06,292.91,928.39,345.68,299.21,15.92,5754,51.98
1995 NOV 8, 951108/0000,3.02,0.94,0.68,32.9,17.6,22.3,39.9,0.73,9.19,-120.79,-97.1,667.67,615.2,705.39,717.38,291.63,912.25,343.06,299.4,15.03,5773,52.42
1995 NOV 9, 951109/0000,1.02,-0.79,-1.11,35.07,19.82,21.98,41.81,237.19,320.69,-24.97,-16.76,N/A,N/A,825.77,825.65,294.1,946.28,347.86,298.81,16.82,5761.69,57.41
1995 NOV 10, 951110/0000,6.9,0.48,0.23,26.66,13.32,22.2,35.52,7.34,18.13,-227.17,-49.88,159.05,158.78,183.27,612.68,291.68,912.57,343.21,299.43,15.09,5762.79,48.47
1995 NOV 11, 951111/0000,6.37,-0.29,-1.03,12.1,12.9,22.9,35.8,1260.83,1449.85,-75.6,-42.24,153.74,153.56,798.77,827.74,294.12,939.87,349.01,299.4,16.95,5779,43.22
1995 NOV 13, 951113/0000,1.22,-1.43,-1.95,34.7,18.9,23.3,42.2,853.71,1007.8,-78.48,-57.22,168.23,167,786.02,811.43,293.45,916.69,349.93,300.85,16.7,5787,52.12
1995 NOV 14, 951114/0000,-0.05,-3.45,-3.88,33.7,20.5,25.1,45.6,1175.18,1310.9,-61.65,-42.94,N/A,N/A,815.23,841.53,293.55,928.99,348.33,299.81,16.56,5769,51.25
1995 NOV 15, 951115/0000,2.78,-3.05,-3.82,33.8,17.7,21.9,39.6,2559.95,2774.62,-1.07,-0.76,112.96,112.51,930.16,933.99,296.87,970.55,356.53,299.44,19.48,5784,59.12
1995 NOV 16, 951116/0000,4.72,-1.96,-2.98,17.9,16.3,21.3,37.6,1613.38,1921.74,-11.15,-6.97,N/A,N/A,900.91,918.89,294.71,944.44,350.88,299.59,17.51,5769,34.97
1995 NOV 17, 951117/0000,-0.79,-3.94,-4.97,35.1,22.1,23.1,45.2,2682.24,2929.46,-5.05,-4.31,N/A,N/A,916.61,921.85,295.1,955.24,350.85,299.01,17.74,5746,45.07
1995 NOV 18, 951118/0000,3.87,-1.6,-2.59,18.9,17.1,21.7,38.8,1296.56,1594.95,-5.39,-3.19,148.02,147.91,900.51,917.39,295.08,963.65,349.34,298.24,17.55,5759,35.36
1995 NOV 19, 951119/0000,5.44,4.5,3.87,15.3,15.3,21.3,36.6,0,0,0,-139.44,N/A,710.95,N/A,716.81,288.31,880.94,335.45,298.97,12.55,5749,30.59
1995 NOV 20, 951120/0000,3.77,-1.07,-2,27.9,17.3,21.7,39,915.74,1173.49,-26.95,-13.94,185.1,184.19,863.66,887.17,293.31,929.05,347.3,299.57,16.36,5755,34.9
1995 NOV 21, 951121/0000,2.33,-4.25,-5.37,32.2,18.8,22.5,41.3,4165.03,4486.37,-5.15,-2.24,109.78,109.67,916.1,929.78,295.83,955.73,354.08,299.7,18.57,5747,39.21
1995 NOV 22, 951122/0000,-2.89,-6.67,-7.63,37.8,23.9,24.7,48.6,3284.32,3523.34,-1.3,-0.76,124.31,122.59,936.8,940.89,296.28,957.45,355.95,300.01,19.05,5752,54.54
1995 NOV 23, 951123/0000,1.15,-3.31,-3.98,32.3,19.9,23.3,43.2,2314.07,2507.66,-32.17,-23.08,124.21,122.53,869.04,882.3,293.73,926.14,349.59,300.27,16.81,5745,48.13
1995 NOV 24, 951124/0000,4.56,-2.74,-3.63,32.3,16.1,22.1,38.2,2027.77,2316.66,-0.54,-0.27,N/A,N/A,940.96,944.38,295.71,961.54,352.58,299.07,18.3,5742,41.4
1995 NOV 26, 951126/0000,9.74,-0.69,-1.54,N/A,10.41,21.45,31.87,1114.85,1361.84,-14.82,-6.92,159.19,157.25,886.73,917.93,292.54,926.63,344.45,299,15.58,5727,24.76
1995 NOV 27, 951127/0000,3.98,-0.1,-0.92,25.4,17.6,19.7,37.3,1705.18,1936.01,-19.57,-12.87,142.84,142.16,888.01,900.45,293.56,931.58,347.93,299.58,16.51,5734,41
1995 NOV 28, 951128/0000,1.67,-3.25,-4.32,24.3,19.3,22.5,41.8,2984.85,3270.26,-10.17,-5.19,125.24,125.02,905.09,918.74,294.78,937.95,352.29,300.25,17.74,5749,41.11
1995 NOV 30, 951130/0000,5.64,-2.66,-3.56,18.5,14.3,24.3,38.6,1662.5,1916.02,-44.07,-16.33,147.72,147.71,833.25,874.85,292.52,915.26,346.19,300.03,15.82,5741,31.01
1995 DEC 1, 951201/0000,5.1,0.08,-0.65,N/A,16.7,21.7,38.4,275.27,373.83,-51.71,-35.02,217.88,217.76,854.74,869.91,291.07,919.41,339.73,298.17,14.35,5737,27.68
1995 DEC 2, 951202/0000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,288.48,900.37,333.11,297.29,12.35,N/A,24.68
1995 DEC 3, 951203/0000,2.66,-2.5,-2.96,21.9,18.9,24.9,43.8,527.37,591.59,-211.22,-20.2,232.16,231.69,588.24,867.49,290.84,920.17,338.74,297.86,14.11,5722,38.15
1995 DEC 5, 951205/0000,9.44,-0.14,-0.82,N/A,9.7,23.7,33.4,42.07,142.34,-187.22,-7.65,289.78,290.47,507.21,889.55,290.39,917.53,337.42,297.63,13.73,5716,19.25
1995 DEC 6, 951206/0000,8.04,1.46,0.83,N/A,13.9,20.9,34.8,1.63,0,-29.23,-14.33,816.66,2054.38,858.42,883.92,290.01,920.53,335.56,296.97,13.37,5707,17.8
1995 DEC 7, 951207/0000,6.56,1.52,0.89,11.9,14.1,23.1,37.2,0,0,0,0,N/A,N/A,N/A,N/A,288.36,882.3,335.4,298.88,12.58,5742,23.87
1995 DEC 8, 951208/0000,1,0.13,-0.64,6.7,20.3,22.1,42.4,297.9,451.92,-135.96,-56.76,202.85,202.8,515.09,791.93,291.26,906,342.57,299.61,14.68,5754,35.07
1995 DEC 9, 951209/0000,8.37,2.99,2.33,N/A,13.1,20.1,33.2,1.21,11.48,-455.45,-45.89,367.06,391.46,402.42,851.4,289.19,893.91,336.63,298.63,13.04,5739,23.43
1995 DEC 10, 951210/0000,4.09,1.78,1.05,6.2,17.4,21.1,38.5,175.62,251.35,-68.1,-46.89,257.86,258.26,818.14,830.49,290.3,902,339.49,299,14.13,5758,30.52
1995 DEC 11, 951211/0000,2.79,-1.22,-1.96,29.7,19.4,22.5,41.9,705.39,912.35,-12.52,-5.78,241.61,241.1,884.14,905.59,291.61,931.21,340,297.63,14.61,5709,32.73
1995 DEC 12, 951212/0000,5.19,-0.5,-1.15,-4.5,17.3,22.3,39.6,140.76,222.82,-13.93,-9.64,402.68,404.03,880.98,894.15,290.19,922.5,335.94,296.98,13.44,5702,27.42
1995 DEC 14, 951214/0000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.43,7.28,-53.78,-37.24,831.77,821.3,844.33,857.94,287.43,886.07,331.59,297.55,11.93,N/A,19.97
1995 DEC 15, 951215/0000,4.55,1.16,0.45,N/A,16.9,21.9,38.8,6.81,19.67,-587.72,-47.34,334.53,334.99,387.63,840.96,289.99,900.39,338.58,298.84,13.62,5761,22.53
1995 DEC 16, 951216/0000,11.59,6.75,6.45,N/A,7.9,22.9,30.8,0,0,0,0,N/A,N/A,N/A,N/A,280.76,844.14,317.48,294.7,8.06,5643,11.25
1995 DEC 17, 951217/0000,7.14,4.02,3.54,N/A,15.7,20.7,36.4,0,0,0,0,N/A,N/A,N/A,N/A,285.56,869.55,327.9,297.21,10.66,5691,18.39
1995 DEC 18, 951218/0000,6.58,3.04,2.41,19.1,14.9,20.9,35.8,0,0.55,0,-65.04,N/A,758.09,N/A,773.07,289.34,904.09,335.59,297.81,12.99,5735,30.21
1995 DEC 19, 951219/0000,1.47,-0.55,-1.2,24.4,20.4,23.9,44.3,46.49,82.62,-244.14,-186.76,484.35,484.98,616.13,622.96,288.75,884.44,336.48,299.08,12.79,5727,37.3
1995 DEC 20, 951220/0000,2.66,-3.21,-3.96,18.9,18.9,24.9,43.8,1395.85,1564.89,-7.65,-2.43,178.07,176.53,903.08,918.07,291.55,926.74,340.45,297.97,14.63,5710,31.38
1995 DEC 21, 951221/0000,-0.9,-0.4,-1.22,16.7,22.1,22.7,44.8,735.5,851.27,-276.64,-186.76,135.81,135.75,633.19,658.05,291.47,909.08,342.91,299.53,14.82,5771,36.44
1995 DEC 22, 951222/0000,3.3,0.46,-0.22,13.86,17.3,24.3,41.6,83.54,145.7,-274.08,-170.34,240.54,239.81,620.41,637.71,289.72,898.52,337.85,298.73,13.41,5741,29.47
1995 DEC 24, 951224/0000,-0.58,-2.68,-3.64,32.7,20.5,25.5,46,1359.43,1503.19,-243.01,-120.1,144.77,144.08,548.61,671.47,293.2,919.38,348.4,300.35,16.42,5794,38.12
1995 DEC 26, 951226/0000,3.82,-4.85,-5.85,16.1,17.5,23.5,41,2635.23,2946.82,-11.39,-5.75,134.04,132.79,912.17,927.8,294.88,954.3,350.02,298.87,17.51,5738,33.36
1995 DEC 27, 951227/0000,5.95,1.52,1.23,20.5,15.7,21.7,37.4,0,0,0,-23.25,N/A,838.9,N/A,840.88,289.39,900.61,336.33,298.2,13.14,5741,37.25
1995 DEC 28, 951228/0000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,0,0,N/A,N/A,N/A,N/A,290.38,906.82,339.05,298.63,13.85,N/A,29.81
1995 DEC 29, 951229/0000,4.84,-4.08,-4.94,N/A,16.7,23.7,40.4,3682.54,3966.47,-19.54,-12.52,131.13,131.05,893.08,907.69,292.83,932.85,344.66,298.72,15.75,5719,28.46
1995 DEC 30, 951230/0000,2.66,-0.32,-1.06,N/A,19.5,21.7,41.2,633.87,798.53,-30.82,-21.58,178.54,177.66,864.58,875,290.87,911.21,340.22,298.71,14.23,5726,24.99
1995 DEC 31, 951231/0000,7.38,1.65,0.94,N/A,13.5,21.5,35,157.37,198.23,-85.9,-55.09,243.32,243.16,797.09,836.58,290.23,904.49,338.84,298.7,13.88,5748,25.55
1996 JAN 1, 960101/0000,3.04,-0.72,-1.52,N/A,18.2,22.7,40.9,337.14,456.29,-50.69,-32.04,224.55,224.12,836.41,856.31,292.37,933.1,342.71,298.23,15.32,5759,29.47
1996 JAN 2, 960102/0000,2.77,-2.49,-2.82,16.1,18.84,23.77,42.6,428.8,544.84,-27.02,-12.33,222.9,221.07,865.23,891.66,292.39,937.26,342.14,297.87,15.3,5727,42.25
1996 JAN 3, 960103/0000,-1.21,-3,-3.48,33.2,22.2,24.9,47.1,677.86,785.53,-45.13,-27.6,176.43,172.98,793.18,819.79,292.86,931.69,344.98,298.87,15.83,5756,48.92
1996 JAN 4, 960104/0000,1.64,-2.59,-3.42,28.1,19.1,25.1,44.2,777.52,993.44,-56.82,-31,201.56,201.49,774.16,823.31,292.01,919.57,343.4,299.11,15.17,5736,33.56
1996 JAN 5, 960105/0000,1.45,-3.27,-4.1,27.2,20.8,23.1,43.9,785.03,1012.54,-6.89,-3.37,N/A,N/A,907.55,919.97,292.6,933.54,343.6,298.43,15.52,5708,34.99
1996 JAN 6, 960106/0000,2.75,-2.49,-3.61,5.9,17.5,22.5,40,1675.46,1945.14,-31.86,-17.11,144.28,143.72,858.86,891.29,295.03,933.43,354.17,300.91,18.09,5794,36.17
1996 JAN 7, 960107/0000,6.04,-1.33,-2.03,6.9,14.9,23.9,38.8,49.67,123.6,-29.24,-9.29,456.22,457.9,834.63,883.36,291.15,930.34,338.34,297.23,14.25,5727,25.42
1996 JAN 8, 960108/0000,4.97,1.35,0.56,N/A,16.5,20.5,37,36.56,124.17,-45.53,-38.31,518.63,401.04,840.64,859.64,291.66,919.59,342.02,298.75,14.82,5751,29.57
1996 JAN 9, 960109/0000,5.65,-0.78,-1.54,3.2,17.2,20.3,37.5,658.54,863.8,-3.62,-1.92,186.37,185.59,926.17,933.75,292.48,947.96,340.88,297,15.16,5703,29.45
1996 JAN 10, 960110/0000,4.8,0.63,-0.16,9.7,16.1,22.1,38.2,178.6,253.72,-69.94,-48.62,301.91,301.67,829.08,842.26,291.86,925.73,341.84,298.39,14.91,5745,29.99
1996 JAN 11, 960111/0000,5.64,1.22,0.39,6.6,15.8,20.1,35.9,71.49,148.3,-15.44,-8.12,337.59,339.95,864.33,897.25,293.05,946.53,343.4,297.71,15.74,5750,35.56
1996 JAN 12, 960112/0000,2.88,0.08,-0.74,17.3,18.9,20.9,39.8,1066.54,1260.27,-6.54,-1.52,171.15,170.03,893.86,926.99,292.47,932.62,343.23,298.38,15.43,5733,37.9
1996 JAN 13, 960113/0000,3.5,-2.98,-3.83,16.9,16.1,25.1,41.2,816.1,1012.27,-73.25,-32.35,186.32,185.45,754.97,818.36,294.17,939.6,349.26,299.47,17,5776,41.9
1996 JAN 14, 960114/0000,2.38,-2.12,-2.39,26.3,19.1,25.1,44.2,195.34,240.72,-92.44,-31.21,344.14,353.11,636.91,657.56,290.58,919.53,337.84,297.65,13.86,5700,41.18
1996 JAN 15, 960115/0000,-5.08,-8.08,-8.52,32.6,27.6,27.7,55.3,3138.47,3299.92,0,0,126.88,126.74,920.33,921.82,292.03,921.82,343.12,298.91,15.3,5675,43.14
1996 JAN 16, 960116/0000,-2.97,-10.02,-10.87,36.8,23.2,27.1,50.3,5791.62,6083.68,-12.96,-8.88,N/A,N/A,912.83,923.37,297.89,956.23,364.21,301.74,21.16,5760,58.11
1996 JAN 17, 960117/0000,1.32,-2.76,-3.68,21.5,19.7,23.7,43.4,1644.52,1891.3,-10.42,-2.66,145.55,145.04,864.62,927.63,293.76,942.4,347.01,298.8,16.6,5749,37.65
1996 JAN 18, 960118/0000,0.77,-5.45,-6.46,1.7,20.5,24.7,45.2,2567.3,2866.64,-3.13,-1.81,N/A,N/A,926.56,933.99,294.93,955.38,350.03,298.82,17.55,5731,35.94
1996 JAN 19, 960119/0000,17.08,-4.74,-5.69,N/A,-13.1,23.9,10.8,2243.1,2600.36,-3.22,-1.6,N/A,N/A,926.75,935.13,294.3,950.56,348.05,298.63,16.97,5711.62,25.33
1996 JAN 20, 960120/0000,2.49,-3.27,-4.18,24.8,18.8,23.7,42.5,1511.8,1768.1,-5.23,-1.47,N/A,N/A,915.38,933.57,293.72,946.14,346.25,298.42,16.48,5737,35.13
1996 JAN 21, 960121/0000,-1.27,-5.06,-5.68,26.5,24.1,24.7,48.8,1422.3,1611.8,0,0,N/A,N/A,941.86,941.86,292.42,941.86,341.58,297.48,15.23,5696,37.97
1996 JAN 22, 960122/0000,3.46,-3.26,-4.21,N/A,17.9,22.9,40.8,1916.24,2200.15,-4.1,-1.42,N/A,N/A,921.33,935.31,294.14,947.44,347.84,298.73,16.87,5728,34.07
1996 JAN 23, 960123/0000,4.34,2.28,1.68,N/A,16.5,23.5,40,0,6.43,0,-224.48,N/A,N/A,N/A,575.55,287.54,871.89,334.13,299.05,12.05,5725,26.54
1996 JAN 24, 960124/0000,3.51,2.46,1.61,N/A,17.5,19.7,37.2,236.82,287.23,-50.49,-37.46,265.8,266.05,817.67,833.6,291.26,895.5,344.27,300.61,14.88,5812,29.87
1996 JAN 25, 960125/0000,5.45,0.4,-0.34,N/A,17,20.3,37.3,413.08,570.56,-15.91,-13.2,230.94,230.58,891.32,899.99,291.62,931.84,339.95,297.58,14.58,5724,25.84
1996 JAN 26, 960126/0000,4.66,-0.49,-0.77,23.4,16.8,21.7,38.5,361.59,474.81,-22.85,-21.72,220.27,219.8,865.27,880.56,292.91,944.37,343.15,297.76,15.62,5753,47.55
1996 JAN 27, 960127/0000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,7.21,0,-70.42,N/A,712.05,N/A,791.84,293.04,930.31,345.93,299.17,16.01,N/A,32.24
1996 JAN 28, 960128/0000,3.04,-2.7,-3.28,22.9,18.5,23.5,42,531.01,676.14,-8.1,-5.72,224.5,224.08,903.61,927.24,293.3,951.08,343.69,297.55,15.89,5733,41.72
1996 JAN 29, 960129/0000,5.35,0.53,-0.17,N/A,17.2,20.5,37.7,82.05,300.14,-14.24,-11.25,239.75,238.56,890.2,899.65,291.5,937.12,338.66,296.98,14.39,5724,21.12
1996 JAN 30, 960130/0000,4.92,-0.5,-0.93,23.26,16.26,24.26,40.51,83.39,104.73,-291.82,-52.95,N/A,N/A,513.1,841.21,289.1,898.51,335.57,298.09,12.92,5721.5,30.72
1996 JAN 31, 960131/0000,5.73,-0.32,-0.87,3.7,15.3,23.3,38.6,264.13,348.79,-100.8,-3.04,N/A,N/A,645.46,919.13,291,926.79,338.31,297.41,14.14,5719,28.56
1996 FEB 2, 960202/0000,5.16,5.53,5.09,N/A,16.9,21.9,38.8,0,0,0,0,N/A,N/A,N/A,N/A,287.63,929.36,326.1,293.72,11.36,5351,22.56
1996 FEB 3, 960203/0000,8.22,0.67,-0.05,N/A,11.3,23.3,34.6,3.48,21.14,-323.35,-127.16,521.79,532.89,550.84,556.99,291.06,921.91,339.28,297.91,14.23,5744,20.14
1996 FEB 4, 960204/0000,4.92,0.57,0.16,19.7,15.1,24.1,39.2,0,0,0,0,N/A,N/A,N/A,N/A,290.47,906.06,339.51,298.8,13.95,5765,36.2
1996 FEB 5, 960205/0000,-6.5,-10.48,-11.42,27.12,28.66,28.98,57.64,3190.55,3439.55,-6.96,-4.55,N/A,N/A,918.13,933.24,294.32,951.88,347.92,298.53,16.97,5660.16,37.89
1996 FEB 6, 960206/0000,-1.99,-6.84,-7.66,34,24.2,24.3,48.5,1118.52,1333.59,0,0,N/A,N/A,953.84,956.96,295.12,957.22,350.57,298.84,17.73,5719,43.52
1996 FEB 7, 960207/0000,5.32,1.47,0.69,28.3,15.5,21.5,37,308.09,331.03,-362.09,-176.09,N/A,N/A,387.48,393.19,290.96,904.06,341.72,299.49,14.43,5769,34.91
1996 FEB 8, 960208/0000,2.67,-0.56,-1.41,15.6,19,21.3,40.3,861.88,1092.17,-30.6,-32.42,185.92,185.15,868.27,873.48,292.8,934.06,344.35,298.59,15.7,5727,37.44
1996 FEB 9, 960209/0000,-1.31,-3.58,-4.54,17.7,22.9,22.9,45.8,1450.8,1658.7,-16.08,-17.33,146.14,145.74,895.54,895.58,293.96,937.58,348.68,299.44,16.82,5760,38.99
1996 FEB 10, 960210/0000,-0.91,-5.47,-6.65,22.4,22.4,22.5,44.9,2277.36,2572.95,-0.22,-0.11,N/A,N/A,948.22,950.28,296.63,967.21,355.97,299.49,19.29,5733,46.47
1996 FEB 11, 960211/0000,-1.24,-4.34,-5.26,35.7,22.1,25.7,47.8,936.16,1150.62,-53.33,-35.43,N/A,N/A,836.55,854.04,292.03,898.64,346.92,301.11,15.73,5759,40.24
1996 FEB 13, 960213/0000,1.19,-4.48,-5.52,25.9,20.7,22.3,43,2755.16,3074.56,-0.66,-0.31,N/A,N/A,943.08,947.17,295.32,958.68,351.26,298.92,17.91,5712,34.8
1996 FEB 14, 960214/0000,3.39,1.26,0.43,27.9,18.3,19.9,38.2,831.55,938.17,-54.05,-56.2,168.5,167.57,858.74,865.61,293.85,968.22,343.31,296.59,16.21,5605,45.15
1996 FEB 15, 960215/0000,6.05,-1.99,-2.99,28.2,15.1,21.1,36.2,1626.06,1870.91,-9.89,-6.38,163.97,163.27,900.13,910.92,294.39,942.07,349.84,299.48,17.21,5745,40.7
1996 FEB 16, 960216/0000,1.98,-1.73,-2.69,32.43,20.13,20.23,40.35,2014.54,2263.13,-1.17,-0.63,N/A,N/A,936.73,940.45,294.33,950.31,348.23,298.67,16.99,5723.99,40.2
1996 FEB 17, 960217/0000,3.66,-3.74,-4.57,12.5,17.7,22.7,40.4,1491.12,1783.89,-0.21,-0.02,N/A,N/A,946.14,950.28,294.91,956.88,349.71,298.67,17.51,5734,35.36
1996 FEB 18, 960218/0000,3.88,-5.69,-6.69,16.3,16.1,24.1,40.2,2859.23,3216.31,-4.56,-4.44,134.01,132.69,927,930.34,296.93,960.95,358.51,300.35,19.84,5792,39.9
1996 FEB 19, 960219/0000,5.09,1.97,1.45,23.3,13.9,24.9,38.8,853.85,878.88,-832.97,-696.76,149.88,149.85,410.77,409.75,288.62,868.15,338.53,300.54,12.93,5807,35.02
1996 FEB 20, 960220/0000,-2.65,-3.45,-4.32,31.9,20.1,32.1,52.2,874.79,1000.86,-649.65,-521.34,N/A,N/A,580.03,584.28,291.99,908.57,345.1,300.13,15.42,5818,33.41
1996 FEB 21, 960221/0000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,N/A
1996 FEB 23, 960223/0000,-12.06,-4.88,-5.75,49.6,30.9,31.5,62.4,1407.25,1598.16,-160.63,-182.48,175.84,174.14,770.04,770.32,292.83,929.52,345.18,299.02,15.84,5725,49.13
1996 FEB 24, 960224/0000,-0.57,-7.01,-8.2,16,21,25.9,46.9,3582.29,3958.3,-2.49,-0.52,132.98,131.2,931.68,942.88,296.11,950.18,356.37,300.48,19.03,5741,36.36
1996 FEB 25, 960225/0000,3.67,-5,-5.7,24.62,18.33,22.39,40.72,3093.29,3337.21,-0.08,0,N/A,N/A,946.81,949.42,294.87,949.42,350.77,299.3,17.67,5705.22,43.24
1996 FEB 26, 960226/0000,-1.5,-5.75,-6.84,17.8,23.2,23.3,46.5,2740.26,3043.79,-0.43,-0.33,147.67,147.45,945.6,946.6,295.76,959.32,353.18,299.31,18.4,5733,41.49
1996 FEB 27, 960227/0000,-7.99,-6.62,-7.8,33.5,26.3,27.7,54,3256.37,3531.93,-174.85,-158.85,N/A,N/A,691.16,761.69,297.19,925.66,366.26,303.85,20.95,5871,66.26
1996 FEB 28, 960228/0000,-2.59,-6.3,-6.94,17.6,23.6,25.3,48.9,2978.5,3239.53,-7.74,-4.16,139.64,138.74,911.41,928.53,295.36,949.27,353.03,299.81,18.15,5752,45.31
1996 FEB 29, 960229/0000,4.85,-7.21,-8.32,19.9,14.9,25.9,40.8,3077.62,3368.45,-4.77,-1.9,N/A,N/A,921.44,931.4,295.09,936.44,353.93,300.69,18.09,5759,37.64
1996 MAR 1, 960301/0000,3.58,-5.34,-6.21,11.08,16.3,25.3,41.6,1387.82,1691.14,-5.4,-5.55,188.54,187.74,905.7,909.37,295.71,958.08,353.17,299.38,18.37,5777,38.47
1996 MAR 2, 960302/0000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,143.59,249.16,-6.66,-2.53,N/A,N/A,918.27,935.18,294.63,948.66,349.82,299.12,17.4,N/A,29.48
1996 MAR 3, 960303/0000,-0.73,-4.15,-5.02,19.1,22.3,24.7,47,554.94,732.94,-28.44,-29.5,311.15,313.34,869.65,875.82,292.63,923.2,345.36,299.41,15.92,5748,36.1
1996 MAR 4, 960304/0000,-2.09,-6.04,-7.03,N/A,23.96,24.51,48.48,4124.69,4436.74,-2.43,-1.32,N/A,N/A,930.13,935.86,294.79,954.49,349.56,298.76,17.41,5689.04,33.23
1996 MAR 5, 960305/0000,0.42,-7.42,-8.38,14.1,21.7,25.5,47.2,2926.97,3217.64,-0.8,-0.72,137.11,136.17,943.27,943.55,294.52,954.93,348.28,298.44,17.09,5690,34.54
1996 MAR 6, 960306/0000,3.69,-4.92,-5.9,N/A,17.3,24.3,41.6,1969.27,2293.05,-10.43,-4.76,N/A,N/A,902.81,924.29,294.57,951.48,349.1,298.81,17.24,5724,29.9
1996 MAR 7, 960307/0000,1.54,-5.47,-6.48,8.3,18.9,25.9,44.8,2063.35,2369.72,-26.19,-22.3,N/A,N/A,861,886.64,294.15,934.19,350.06,299.95,17.09,5757,34.56
1996 MAR 8, 960308/0000,0.44,-4.33,-5.34,19.5,20.5,24.3,44.8,1771.1,2018.95,-37.26,-31.36,176.58,175.97,872.24,884.32,294.75,949.2,350.23,299.19,17.53,5771,38.93
1996 MAR 10, 960310/0000,N/A,N/A,N/A,N/A,N/A,N/A,N/A,22.01,98.62,-17.56,-16.15,N/A,N/A,869.5,881.45,297.7,959.82,362.57,301.22,20.74,N/A,49.87
1996 MAR 11, 960311/0000,11.82,-3.41,-4.35,N/A,4.3,24.3,28.6,2070.78,2425.44,-3.85,-3.31,171.09,170.49,920.61,923.1,294.42,955.97,347.71,298.26,16.98,5728,21.96
1996 MAR 12, 960312/0000,1.45,-3.41,-4.38,N/A,20,22.9,42.9,1789.26,2102.17,-7.98,-6.42,170.79,169.72,904.99,910.11,294.53,952.02,348.79,298.71,17.17,5720,32.05
1996 MAR 13, 960313/0000,8.91,-3.4,-4.49,N/A,9.1,24.1,33.2,1881.3,2260.38,-54.41,-24.52,N/A,N/A,830.22,874,295.05,939.22,353.31,300.41,18.02,5769,23.94
1996 MAR 14, 960314/0000,6.41,-3.82,-4.94,6.3,12.9,23.9,36.8,2785,3144.09,-0.91,-0.45,N/A,N/A,937.32,941.99,295.92,959.05,353.99,299.5,18.6,5754,33.12
1996 MAR 15, 960315/0000,4.38,-2.91,-4.09,N/A,16.3,21.3,37.6,2559.65,2954.46,-1.43,-0.42,N/A,N/A,932.33,942.17,296.37,959.11,356.09,299.95,19.14,5777,31.92
